online_gaming_behavior_dataset_rev1
PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
9156,16,Male,Europe,Action,6.43544723306335,0,Easy,9,50,82,18,Medium
9157,40,Female,Europe,Strategy,20.427872446354900,0,Medium,3,138,36,30,Medium
9158,46,Male,Europe,Sports,12.306317179031500,1,Medium,11,179,91,4,High
9159,20,Male,Europe,RPG,13.545984293255700,1,Hard,12,135,66,49,High
9160,46,Male,Europe,Strategy,21.26668304303150,0,Easy,18,164,26,41,High
9161,18,Female,Europe,Sports,15.711803560775000,0,Easy,11,90,2,5,Medium
9162,25,Female,USA,RPG,14.159710470426700,0,Easy,8,110,33,28,Medium
9163,31,Male,Europe,Sports,3.0226540352902600,0,Hard,12,103,80,13,High
9164,38,Female,USA,Strategy,13.000048094097800,0,Medium,0,146,4,13,Low
9165,19,Male,USA,RPG,21.93431700858420,1,Medium,10,30,55,9,Low
9166,48,Male,Asia,Simulation,14.55648155952390,0,Medium,15,133,32,25,High
9167,20,Male,USA,Strategy,6.831045096377890,0,Hard,4,166,81,31,Medium
9168,36,Male,Europe,Action,19.89311377371640,0,Easy,11,142,61,48,High
9169,25,Female,Asia,RPG,10.42417873030860,0,Medium,13,102,7,40,Medium
9170,30,Female,Europe,Sports,1.8999786148616200,0,Easy,5,144,79,13,Medium
9171,47,Male,USA,Strategy,11.597118678148000,0,Medium,15,67,83,27,Medium
9172,23,Male,USA,Sports,18.27652465418600,1,Medium,9,105,56,39,Medium
9173,20,Male,USA,Simulation,22.044392327303800,0,Medium,4,98,67,26,Medium
9174,30,Male,USA,Sports,15.948489997170100,0,Medium,14,89,67,14,Medium
9175,43,Female,USA,Strategy,20.12914668256820,0,Medium,3,80,5,41,Low
9176,17,Female,Europe,RPG,17.9931805634337,1,Easy,6,24,49,1,Low
9177,34,Female,USA,Strategy,4.372198464901210,1,Easy,16,31,20,20,Medium
9178,33,Male,Other,Action,23.620041289280700,0,Hard,19,105,3,37,High
9179,40,Female,Europe,Action,1.354730944210510,0,Easy,16,47,61,7,Medium
9180,17,Male,Europe,Sports,6.574572253509390,0,Easy,18,20,23,19,Medium
9181,33,Female,Europe,Sports,18.321743627753700,0,Easy,6,149,16,17,Medium
9182,34,Male,Europe,Strategy,3.216007888051880,0,Easy,13,50,10,2,Medium
9183,46,Male,Europe,Sports,13.631729677404400,0,Easy,14,10,64,39,Low
9184,21,Male,Asia,Sports,15.136122792331500,0,Easy,9,116,62,3,Medium
9185,47,Male,Asia,Sports,16.499476486423000,0,Easy,15,152,36,5,High
9186,32,Female,Europe,RPG,3.85561961786126,0,Medium,14,128,79,24,High
9187,15,Female,Other,Action,4.978798830139360,1,Hard,16,65,74,23,Medium
9188,25,Female,Europe,RPG,2.974934186662940,0,Easy,1,71,49,48,Low
9189,42,Male,USA,Strategy,4.110147347154560,0,Easy,12,90,67,35,Medium
9190,39,Male,USA,Simulation,19.99260066954820,0,Medium,16,151,64,36,High
9191,37,Female,USA,Action,2.729469336219650,0,Easy,4,121,14,11,Medium
9192,45,Female,Other,Strategy,9.634591876016080,1,Easy,5,48,84,15,Low
9193,44,Male,USA,Sports,0.3702480485716850,1,Easy,19,55,29,30,Medium
9194,49,Female,USA,Simulation,18.325518833316800,0,Hard,9,45,68,49,Medium
9195,21,Female,Asia,Simulation,22.97264608486360,0,Medium,10,111,52,23,Medium
9196,30,Female,USA,Simulation,7.184139994380140,1,Easy,2,12,62,40,Low
9197,40,Male,USA,RPG,7.317818788521060,1,Hard,6,36,39,24,Low
9198,16,Female,Asia,Strategy,13.774599336278300,1,Easy,14,102,54,44,High
9199,15,Male,Europe,RPG,3.1469932675982900,0,Medium,3,57,50,14,Low
9200,26,Female,Europe,RPG,14.448485059584400,0,Hard,5,175,75,7,Medium
9201,19,Male,USA,Action,13.206464671501800,0,Easy,13,14,71,48,High
9202,46,Female,Europe,RPG,9.581422959226590,0,Easy,16,84,26,29,Medium
9203,23,Female,Asia,Sports,16.82033324174350,0,Medium,5,88,55,39,Medium
9204,49,Male,Asia,Simulation,13.04654124266430,0,Easy,14,159,45,28,High
9205,33,Female,Europe,Strategy,20.255259084659300,0,Easy,12,125,54,26,High
9206,30,Male,USA,RPG,17.44815007107470,0,Easy,1,74,26,15,Low
9207,17,Male,Asia,Strategy,13.928841782702200,0,Easy,10,103,94,8,Medium
9208,34,Male,Europe,Action,7.61448463495335,0,Easy,3,33,10,35,Low
9209,38,Male,Asia,Simulation,0.6899550435470940,1,Medium,7,60,44,1,Medium
9210,47,Female,USA,Action,8.911863426695150,0,Easy,8,20,68,12,Low
9211,38,Male,Europe,RPG,18.55274687578930,0,Medium,2,93,30,20,Low
9212,25,Female,Other,Strategy,21.391703085862000,0,Easy,15,166,12,42,High
9213,22,Male,USA,Action,20.423897033001700,0,Easy,8,91,87,34,Medium
9214,34,Female,Other,Simulation,8.868238178525780,1,Medium,1,168,47,23,Low
9215,49,Male,USA,RPG,0.7170876441501900,0,Easy,19,32,72,26,Medium
9216,39,Male,Europe,RPG,22.499660632378900,1,Easy,18,109,92,28,High
9217,49,Female,Asia,Simulation,16.407666343253400,0,Easy,14,118,85,21,High
9218,39,Male,USA,Action,11.509506149071000,0,Easy,9,76,25,4,Medium
9219,43,Female,Asia,Strategy,18.682070568279000,0,Easy,4,169,78,5,Medium
9220,32,Male,USA,Simulation,2.146500572209560,0,Easy,6,172,33,43,Medium
9221,32,Male,Europe,Action,2.0875797562794800,0,Medium,18,179,42,3,High
9222,16,Female,Asia,Sports,16.97257122809580,0,Medium,10,138,90,8,Medium
9223,49,Female,USA,Action,1.623253181653100,0,Easy,17,27,33,38,Medium
9224,30,Male,USA,Action,1.1785839800921900,0,Medium,4,170,45,20,Medium
9225,47,Female,Other,Sports,17.286697607074200,0,Easy,14,150,50,30,High
9226,18,Male,Asia,Simulation,17.79411288336280,0,Easy,3,118,61,45,Medium
9227,47,Male,Asia,Simulation,9.90698720356799,0,Medium,1,82,14,48,Low
9228,28,Male,Europe,Action,9.398654752872660,0,Easy,2,121,82,19,Low
9229,35,Female,Asia,Sports,10.608533609506900,0,Easy,19,164,61,47,High
9230,34,Male,Other,Strategy,8.856054521931460,0,Easy,15,70,26,29,Medium
9231,22,Male,Europe,Action,10.707680703625700,0,Easy,1,140,81,30,Low
9232,21,Female,Asia,Strategy,4.453186248993080,0,Medium,0,146,58,37,Low
9233,17,Male,USA,RPG,14.015747922351800,1,Easy,11,23,4,7,Low
9234,31,Male,Europe,Simulation,12.409088586391800,1,Easy,11,87,88,34,Medium
9235,47,Male,USA,Action,15.972033037206100,0,Easy,4,76,69,43,Medium
9236,26,Male,Europe,Action,4.381658634610370,0,Easy,3,68,5,2,Low
9237,36,Male,USA,Sports,2.1331622085625700,1,Hard,2,71,91,13,Low
9238,36,Male,USA,Sports,19.34566527732700,0,Easy,13,160,3,0,High
9239,44,Male,USA,RPG,21.698472616540500,0,Hard,15,101,24,7,Medium
9240,22,Male,Europe,Sports,4.129688542183920,0,Hard,1,122,90,42,Medium
9241,41,Female,Europe,Strategy,9.98472880220081,1,Easy,12,61,88,42,Medium
9242,41,Female,USA,Sports,17.404774401438500,0,Hard,1,26,42,24,Low
9243,48,Female,Other,Sports,12.586931645419700,0,Easy,18,79,52,1,Medium
9244,35,Male,USA,Action,13.605657669675200,0,Easy,10,65,96,15,Medium
9245,44,Male,Asia,Sports,8.210817815441170,0,Medium,10,63,54,20,Medium
9246,47,Female,USA,Action,2.8794355360014100,0,Medium,10,36,6,27,Medium
9247,42,Female,USA,Strategy,23.052228492827500,1,Easy,11,144,49,41,High
9248,47,Male,USA,RPG,17.84181542715380,0,Hard,3,88,56,41,Medium
9249,19,Male,Other,RPG,7.702088004425920,1,Medium,2,159,17,32,Medium
9250,33,Female,Asia,Action,17.154279799063600,0,Easy,3,57,62,9,Low
9251,18,Male,USA,RPG,9.378216853442580,0,Medium,1,95,40,32,Low
9252,49,Male,USA,Sports,4.680904119898590,0,Medium,0,75,7,36,Medium
9253,31,Male,Europe,Simulation,16.269288222360900,0,Easy,17,52,94,9,Medium
9254,42,Female,USA,Simulation,9.85265824315088,0,Easy,7,107,96,26,Medium
9255,44,Female,Other,Simulation,2.7632903525334900,1,Easy,17,174,82,2,Low
9256,43,Female,Asia,Simulation,8.012559138925670,0,Hard,19,33,92,15,Medium
9257,20,Female,Asia,Sports,9.382503830481470,0,Hard,5,68,15,43,Medium
9258,49,Male,USA,Strategy,9.289914071234360,1,Easy,9,42,68,14,Medium
9259,38,Female,USA,Strategy,13.721984509392000,0,Easy,15,165,71,8,High
9260,43,Male,Other,RPG,10.484388577299300,1,Medium,12,10,56,38,Low
9261,45,Male,Europe,Sports,17.769281534284100,1,Medium,18,66,47,0,Medium
9262,49,Female,Europe,RPG,14.95271715871740,0,Medium,17,65,5,47,Medium
9263,47,Male,Europe,RPG,12.58329193982180,0,Easy,9,140,7,36,Low
9264,35,Male,USA,Strategy,18.289154324577400,0,Hard,11,56,63,9,Medium
9265,46,Female,Asia,Simulation,22.356748853300000,0,Medium,4,28,28,35,Low
9266,37,Female,Other,Action,5.387593847876660,1,Easy,6,104,76,18,Medium
9267,47,Male,USA,Sports,18.980540801877700,0,Medium,17,14,93,36,Medium
9268,17,Male,USA,Simulation,10.338638149137400,0,Medium,0,60,25,32,Low
9269,32,Male,USA,RPG,13.60619707608960,0,Medium,17,44,71,37,Medium
9270,39,Female,USA,Action,19.716625789361500,0,Medium,17,57,47,33,Medium
9271,45,Male,USA,Simulation,13.337523698339400,1,Easy,0,121,20,26,Low
9272,17,Female,USA,Strategy,4.374306505755920,0,Medium,2,93,77,7,Low
9273,38,Male,USA,Sports,23.46098142584400,0,Medium,0,146,48,27,Low
9274,46,Male,Europe,Strategy,20.182441817205300,1,Easy,8,92,95,49,Medium
9275,36,Male,Asia,RPG,2.5223100375372900,0,Easy,2,146,3,34,Low
9276,37,Male,Other,RPG,4.106261082588430,1,Easy,2,14,69,38,Low
9277,16,Female,USA,Simulation,8.453867280194390,0,Medium,10,127,77,37,High
9278,41,Female,Europe,RPG,11.35633640163420,0,Easy,10,87,77,38,Medium
9279,16,Male,Europe,Action,3.895109261990800,0,Easy,0,24,50,36,Low
9280,40,Male,Europe,Action,10.770777307401700,1,Hard,1,145,60,25,High
9281,31,Female,Asia,RPG,10.721183063895000,0,Easy,5,158,66,29,Medium
9282,47,,USA,Simulation,6.159609307346510,0,Hard,7,162,91,11,Medium
9283,23,Female,USA,Action,3.5415643286804000,1,Easy,14,12,75,43,Medium
9284,43,,USA,Sports,3.840848787036880,0,Easy,2,179,1,38,Medium
9285,40,,USA,Simulation,19.944758525438900,1,Easy,10,101,11,39,High
9286,49,,Europe,Simulation,19.087594402169300,0,Easy,8,87,13,28,Medium
9287,39,,USA,Action,0.4728419935895240,0,Easy,7,146,39,19,Medium
9288,38,,USA,RPG,5.2101755586295800,1,Hard,6,59,30,7,Medium
9289,27,Female,USA,Strategy,0.6736694323328280,0,Easy,16,124,7,45,High
9290,21,Male,USA,Sports,3.292908001595200,0,Medium,1,45,89,43,Low
9291,34,Male,USA,Strategy,1.8608236177227300,0,Hard,4,20,19,19,Low
9292,15,Male,Europe,Simulation,18.296240621030100,0,Hard,12,56,80,46,Medium
9293,22,Female,USA,Action,8.546766153418650,0,Hard,16,71,22,1,Medium
9294,30,Female,Other,RPG,16.818168995063300,0,Easy,2,44,75,24,Low
9295,28,Female,USA,Simulation,12.919492680572700,0,Easy,17,82,68,31,High
9296,26,Male,USA,Sports,5.898375472496610,0,Easy,11,55,44,1,Medium
9297,37,Female,USA,Simulation,11.93293467646330,1,Easy,12,79,40,5,Medium
9298,29,Female,Europe,Sports,5.56651790820465,0,Easy,11,107,93,46,Medium
9299,42,Male,Europe,RPG,8.241367744070890,0,Hard,18,107,76,8,High
9300,48,Male,Other,Sports,21.142037265625600,0,Easy,12,178,39,39,High
9301,16,Female,USA,Sports,19.572250286597600,0,Medium,13,45,83,27,Medium
9302,46,Male,USA,Action,10.510952353784700,0,Medium,9,108,83,48,Medium
9303,37,Male,Asia,RPG,4.023194951051730,1,Medium,15,70,24,36,Medium
9304,36,Male,Asia,Simulation,3.8230818124306500,0,Easy,19,43,11,25,Medium
9305,39,Male,USA,Simulation,15.614142450737900,0,Medium,0,158,7,48,Low
9306,36,Male,Asia,RPG,11.872008038745800,1,Hard,2,86,97,11,Low
9307,36,Female,Europe,Strategy,12.822161146387400,0,Medium,7,156,81,34,Medium
9308,20,Female,USA,RPG,1.8171188291190000,0,Medium,6,168,52,30,Medium
9309,29,Male,USA,RPG,9.104945684292650,1,Easy,12,28,7,1,Low
9310,47,Male,Europe,Sports,8.89797030896645,1,Easy,5,46,81,38,Medium
9311,22,Female,Asia,Sports,6.459650706649790,0,Easy,0,133,68,32,Low
9312,19,Female,USA,Sports,18.131752861566900,0,Easy,5,64,25,7,Low
9313,18,Male,USA,Simulation,3.213938504470610,1,Easy,6,83,14,47,Medium
9314,20,Female,USA,Action,18.921123790663300,0,Easy,2,64,54,25,Low
9315,46,Female,Asia,Strategy,2.0794938650471700,0,Easy,16,77,69,32,Medium
9316,44,Male,USA,Sports,3.738603376300230,0,Medium,8,125,12,46,Medium
9317,49,Male,Europe,Strategy,12.627876247456700,0,Hard,10,69,53,6,Medium
9318,30,Male,Asia,Strategy,13.865057211219500,0,Medium,6,79,38,17,Medium
9319,27,Female,Asia,Action,23.221451389501800,1,Medium,0,39,94,36,Low
9320,44,Male,Europe,Action,14.545053346162700,0,Hard,6,160,77,48,Medium
9321,33,Male,Europe,Simulation,13.533127389468100,0,Easy,12,21,75,6,Low
9322,31,Male,Europe,RPG,4.511941869479100,0,Medium,1,166,28,37,Low
9323,33,Female,Europe,Action,2.05998476913324,0,Medium,9,56,38,7,Medium
9324,42,Male,USA,Sports,18.964686310617000,1,Medium,11,70,92,2,Medium
9325,40,Female,Europe,RPG,18.566875058308000,1,Hard,14,94,47,47,High
9326,40,Female,USA,Strategy,10.167058148330900,0,Easy,15,80,46,46,Medium
9327,37,Female,Europe,Simulation,1.87239868483685,0,Medium,15,23,86,27,Medium
9328,23,Female,Asia,RPG,11.542651255518100,0,Easy,10,174,63,3,High
9329,26,Male,Europe,Action,9.623277972010990,0,Easy,16,66,95,44,Medium
9330,15,Female,Europe,Strategy,17.64640284504670,0,Hard,16,96,96,41,High
9331,15,Female,Asia,RPG,13.773157334973200,0,Medium,15,167,14,9,High
9332,48,Female,Europe,Action,3.3882897913240900,0,Hard,8,87,82,44,Medium
9333,46,Female,USA,Strategy,4.274060785097120,0,Hard,13,74,98,37,Medium
9334,39,Female,Europe,Action,3.5631172220619100,0,Hard,4,114,75,25,Medium
